date,platform,campaign_name,objective,ad_id,ad_name,state,region,device,age_group,gender,impressions,reach,link_clicks,spend_inr,conversions,revenue_inr,likes,comments,shares,saves,video_plays
2025-06-06,Instagram,Clearance Event,Conversions,AD1130,Carousel 5,Gujarat,West,Desktop,25-34,Female,115874.0,84030.0,1205.0,7384.0,40.0,46337.0,406.0,58.0,35.0,52.0,549.0
2025-06-06,Instagram,Brand Awareness,Engagement,AD1131,Static Image 2,Delhi,North,Desktop,25-34,Female,78154.0,32671.0,856.0,4446.0,8.0,15301.0,1115.0,180.0,108.0,176.0,1720.0
2025-06-07,Facebook,Clearance Event,Conversions,AD1132,Stories 5,Karnataka,South,Desktop,18-24,Male,33863.0,19264.0,389.0,2371.0,24.0,37251.0,580.0,93.0,55.0,65.0,907.0
2025-06-07,Facebook,Summer Sale,Conversions,AD1133,Short Video 3,Uttar Pradesh,North,Desktop,25-34,Male,64787.0,39383.0,737.0,4504.0,24.0,45084.0,644.0,104.0,70.0,87.0,7396.0
2025-06-07,Facebook,Clearance Event,Conversions,AD1134,Short Video 2,West Bengal,East,Mobile,18-24,Female,49615.0,28741.0,1032.0,5364.0,52.0,63621.0,583.0,97.0,57.0,63.0,5845.0
2025-06-07,Facebook,Clearance Event,Conversions,AD1135,Carousel 5,West Bengal,East,Mobile,18-24,Female,68378.0,49510.0,1065.0,4897.0,52.0,58586.0,578.0,90.0,38.0,85.0,897.0
2025-06-07,Facebook,Monsoon Launch,Traffic,AD1136,Static Image 3,Maharashtra,West,Mobile,25-34,Male,37431.0,17308.0,517.0,2103.0,5.0,8954.0,427.0,67.0,19.0,60.0,533.0
2025-06-07,Facebook,Clearance Event,Conversions,AD1137,Short Video 1,Karnataka,South,Mobile,25-34,Female,72267.0,44180.0,872.0,5466.0,52.0,60103.0,1359.0,218.0,117.0,169.0,9053.0
2025-06-07,Facebook,Clearance Event,Conversions,AD1138,Stories 1,West Bengal,East,Desktop,18-24,Female,87584.0,43704.0,784.0,7257.0,54.0,72356.0,1933.0,329.0,156.0,267.0,2999.0
2025-06-07,Facebook,Monsoon Launch,Traffic,AD1139,Stories 3,Rajasthan,North,Mobile,45-54,Male,76600.0,55618.0,1500.0,5152.0,28.0,23596.0,1505.0,254.0,120.0,182.0,2154.0
2025-06-07,Instagram,Brand Awareness,Engagement,AD1140,Short Video 4,Uttar Pradesh,North,Desktop,45-54,Male,66964.0,23726.0,1013.0,4261.0,15.0,30840.0,1060.0,192.0,106.0,169.0,8365.0
2025-06-07,Instagram,Clearance Event,Conversions,AD1141,Stories 5,Kerala,South,Desktop,25-34,Male,25382.0,11099.0,381.0,1818.0,25.0,30659.0,526.0,74.0,29.0,72.0,779.0
2025-06-07,Instagram,Clearance Event,Conversions,AD1142,Stories 2,Gujarat,West,Mobile,55+,Male,62223.0,44988.0,1015.0,5378.0,62.0,63437.0,835.0,138.0,65.0,121.0,1299.0
2025-06-07,Instagram,Monsoon Launch,Traffic,AD1143,Stories 5,Delhi,North,Mobile,25-34,Male,87308.0,38134.0,1630.0,3790.0,25.0,16844.0,1031.0,167.0,95.0,149.0,1620.0
2025-06-07,Instagram,Clearance Event,Conversions,AD1144,Short Video 1,Kerala,South,Desktop,55+,Male,65280.0,44376.0,959.0,4749.0,54.0,62725.0,1006.0,178.0,78.0,110.0,7783.0
2025-06-07,Instagram,Summer Sale,Conversions,AD1145,Carousel 2,West Bengal,East,Mobile,25-34,Male,48920.0,33176.0,509.0,3353.0,24.0,34359.0,296.0,56.0,25.0,38.0,429.0
2025-06-07,Instagram,Clearance Event,Conversions,AD1146,Short Video 4,Kerala,South,Mobile,25-34,Unknown,25163.0,17162.0,382.0,1949.0,10.0,9499.0,526.0,86.0,48.0,71.0,3346.0
2025-06-07,Instagram,Clearance Event,Conversions,AD1147,Stories 2,Karnataka,South,Desktop,45-54,Female,72156.0,48507.0,850.0,4619.0,46.0,48782.0,1035.0,188.0,91.0,137.0,1553.0
2025-06-07,Instagram,Brand Awareness,Engagement,AD1148,Short Video 3,West Bengal,East,Mobile,35-44,Male,26901.0,13632.0,424.0,1731.0,1.0,1572.0,304.0,54.0,26.0,44.0,3237.0
2025-06-07,Instagram,Monsoon Launch,Traffic,AD1149,Static Image 4,Karnataka,South,Desktop,55+,Female,114330.0,53252.0,2372.0,5822.0,45.0,90062.0,1704.0,258.0,124.0,215.0,2504.0
2025-06-07,Instagram,Clearance Event,Conversions,AD1150,Static Image 1,Kerala,South,Desktop,45-54,Male,26148.0,10127.0,244.0,1754.0,16.0,15545.0,117.0,16.0,12.0,12.0,208.0
2025-06-07,Instagram,Brand Awareness,Engagement,AD1151,Stories 4,Gujarat,West,Desktop,25-34,Male,70377.0,26929.0,802.0,4758.0,4.0,9317.0,1189.0,196.0,85.0,128.0,1711.0
2025-06-07,Instagram,Monsoon Launch,Traffic,AD1152,Carousel 5,Kerala,South,Mobile,18-24,Female,131721.0,98496.0,1827.0,8004.0,3.0,2198.0,1652.0,280.0,129.0,193.0,2421.0
2025-06-07,Instagram,Clearance Event,Conversions,AD1153,Stories 5,Rajasthan,North,Mobile,18-24,Female,86911.0,39265.0,1299.0,5864.0,45.0,61099.0,1046.0,205.0,97.0,141.0,1593.0
2025-06-07,Instagram,Brand Awareness,Engagement,AD1154,Carousel 3,Tamil Nadu,South,Desktop,45-54,Female,108916.0,70294.0,1148.0,6238.0,8.0,16223.0,643.0,112.0,48.0,90.0,947.0
2025-06-08,Facebook,Summer Sale,Conversions,AD1155,Stories 1,West Bengal,East,Desktop,55+,Male,29621.0,16816.0,400.0,2008.0,14.0,28355.0,516.0,86.0,35.0,66.0,751.0
2025-06-08,Facebook,Brand Awareness,Engagement,AD1156,Stories 1,West Bengal,East,Desktop,18-24,Male,142697.0,67239.0,1729.0,9664.0,2.0,3057.0,3030.0,502.0,267.0,364.0,4480.0
2025-06-08,Facebook,Summer Sale,Conversions,AD1157,Short Video 3,Telangana,South,Desktop,25-34,Female,49611.0,30455.0,884.0,3822.0,46.0,84427.0,870.0,151.0,79.0,104.0,6219.0
2025-06-08,Facebook,Summer Sale,Conversions,AD1158,Static Image 4,Delhi,North,Desktop,18-24,Female,26851.0,12571.0,381.0,2234.0,25.0,51880.0,201.0,34.0,16.0,21.0,274.0
2025-06-08,Facebook,Clearance Event,Conversions,AD1159,Carousel 3,Maharashtra,West,Mobile,35-44,Male,100142.0,46148.0,1212.0,7229.0,55.0,67249.0,217.0,34.0,19.0,26.0,297.0
2025-06-08,Facebook,Brand Awareness,Engagement,AD1160,Short Video 5,Kerala,South,Mobile,45-54,Female,73747.0,52523.0,885.0,5454.0,0.0,0.0,1124.0,169.0,88.0,134.0,8850.0
2025-06-08,Facebook,Clearance Event,Conversions,AD1161,Short Video 1,Tamil Nadu,South,Desktop,35-44,Male,73791.0,41275.0,907.0,5413.0,49.0,53965.0,1011.0,161.0,79.0,134.0,8913.0
2025-06-08,Facebook,Brand Awareness,Engagement,AD1162,Short Video 1,Delhi,North,Mobile,18-24,Female,90361.0,33386.0,1451.0,5310.0,0.0,0.0,775.0,133.0,90.0,108.0,10250.0
2025-06-08,Facebook,Brand Awareness,Engagement,AD1163,Short Video 3,Kerala,South,Desktop,45-54,Female,26108.0,17136.0,511.0,1607.0,3.0,4788.0,233.0,40.0,15.0,34.0,2980.0
2025-06-08,Facebook,Brand Awareness,Engagement,AD1164,Carousel 4,Karnataka,South,Desktop,55+,Male,105300.0,65803.0,1362.0,6697.0,12.0,22308.0,781.0,112.0,48.0,102.0,1136.0
2025-06-08,Facebook,Clearance Event,Conversions,AD1165,Short Video 5,Uttar Pradesh,North,Desktop,18-24,Male,69881.0,28176.0,1056.0,5106.0,66.0,101269.0,1173.0,184.0,92.0,166.0,8756.0
2025-06-08,Facebook,Summer Sale,Conversions,AD1166,Stories 4,West Bengal,East,Desktop,35-44,Female,85850.0,46811.0,913.0,6363.0,32.0,57321.0,596.0,97.0,46.0,67.0,892.0
2025-06-08,Facebook,Brand Awareness,Engagement,AD1167,Short Video 1,Karnataka,South,Mobile,25-34,Female,49261.0,19639.0,451.0,3786.0,0.0,0.0,471.0,84.0,39.0,76.0,5675.0
2025-06-08,Facebook,Monsoon Launch,Traffic,AD1168,Stories 4,Karnataka,South,Desktop,45-54,Male,42844.0,21855.0,871.0,3180.0,31.0,46367.0,946.0,158.0,59.0,135.0,1479.0
2025-06-08,Facebook,Summer Sale,Conversions,AD1169,Stories 4,Kerala,South,Mobile,55+,Male,57966.0,21222.0,1049.0,4713.0,63.0,108593.0,707.0,143.0,67.0,96.0,1102.0
2025-06-08,Instagram,Summer Sale,Conversions,AD1170,Stories 2,Karnataka,South,Mobile,45-54,Male,85339.0,57589.0,1353.0,6356.0,77.0,167267.0,1863.0,301.0,164.0,221.0,2790.0
2025-06-08,Instagram,Brand Awareness,Engagement,AD1171,Stories 3,Uttar Pradesh,North,Desktop,25-34,Female,156051.0,75317.0,3109.0,8591.0,31.0,41924.0,2932.0,486.0,212.0,397.0,4154.0
2025-06-08,Instagram,Summer Sale,Conversions,AD1172,Short Video 2,West Bengal,East,Desktop,45-54,Male,34408.0,14720.0,577.0,2883.0,34.0,43434.0,819.0,134.0,63.0,112.0,4627.0
2025-06-08,Instagram,Monsoon Launch,Traffic,AD1173,Static Image 5,West Bengal,East,Desktop,55+,Female,97633.0,43887.0,1484.0,5568.0,12.0,16358.0,925.0,164.0,68.0,132.0,1438.0
2025-06-08,Instagram,Brand Awareness,Engagement,AD1174,Static Image 4,Uttar Pradesh,North,Desktop,18-24,Male,83759.0,56708.0,884.0,4829.0,13.0,32337.0,413.0,63.0,34.0,44.0,623.0
2025-06-08,Instagram,Clearance Event,Conversions,AD1175,Static Image 1,Karnataka,South,Mobile,35-44,Female,68285.0,34137.0,1329.0,5243.0,86.0,96261.0,834.0,156.0,78.0,132.0,1251.0
2025-06-08,Instagram,Summer Sale,Conversions,AD1176,Carousel 1,Gujarat,West,Mobile,55+,Female,89833.0,56823.0,922.0,5898.0,38.0,60605.0,921.0,147.0,84.0,161.0,1391.0
2025-06-08,Instagram,Summer Sale,Conversions,AD1177,Carousel 2,Uttar Pradesh,North,Mobile,25-34,Female,121424.0,77368.0,1142.0,7279.0,61.0,88540.0,1031.0,152.0,98.0,116.0,1512.0
2025-06-08,Instagram,Brand Awareness,Engagement,AD1178,Carousel 5,Kerala,South,Mobile,18-24,Unknown,67228.0,44947.0,935.0,4274.0,0.0,0.0,1072.0,190.0,92.0,142.0,1666.0
2025-06-08,Instagram,Brand Awareness,Engagement,AD1179,Static Image 2,Kerala,South,Mobile,35-44,Male,74609.0,31843.0,1177.0,4340.0,0.0,0.0,1129.0,185.0,90.0,141.0,1637.0
2025-06-09,Facebook,Brand Awareness,Engagement,AD1180,Carousel 1,Telangana,South,Desktop,18-24,Male,36734.0,25841.0,415.0,2070.0,1.0,1275.0,73.0,8.0,10.0,3.0,124.0
2025-06-09,Facebook,Clearance Event,Conversions,AD1181,Short Video 2,Uttar Pradesh,North,Mobile,35-44,Male,39240.0,22687.0,664.0,3586.0,28.0,38989.0,421.0,59.0,32.0,43.0,4546.0
2025-06-09,Facebook,Summer Sale,Conversions,AD1182,Short Video 4,West Bengal,East,Mobile,55+,Male,49394.0,36285.0,579.0,2737.0,37.0,72419.0,1035.0,188.0,82.0,130.0,6626.0
2025-06-09,Facebook,Clearance Event,Conversions,AD1183,Stories 1,Tamil Nadu,South,Mobile,55+,Female,38972.0,22146.0,406.0,2769.0,20.0,25973.0,867.0,144.0,73.0,114.0,1397.0
2025-06-09,Facebook,Summer Sale,Conversions,AD1184,Carousel 5,West Bengal,East,Desktop,18-24,Male,93034.0,38260.0,1037.0,8807.0,44.0,81535.0,1027.0,185.0,100.0,133.0,1495.0
2025-06-09,Facebook,Summer Sale,Conversions,AD1185,Short Video 1,Kerala,South,Desktop,35-44,Female,24246.0,11264.0,437.0,2090.0,15.0,31386.0,461.0,66.0,26.0,59.0,3131.0
2025-06-09,Facebook,Clearance Event,Conversions,AD1186,Static Image 4,Rajasthan,North,Desktop,25-34,Female,111307.0,80034.0,1157.0,10451.0,48.0,79214.0,1037.0,183.0,92.0,153.0,1642.0
2025-06-09,Facebook,Summer Sale,Conversions,AD1187,Stories 4,Uttar Pradesh,North,Mobile,25-34,Female,98489.0,47388.0,828.0,7576.0,33.0,74588.0,1585.0,266.0,128.0,217.0,2282.0
2025-06-09,Facebook,Brand Awareness,Engagement,AD1188,Stories 2,West Bengal,East,Desktop,25-34,Male,75637.0,40579.0,844.0,5695.0,8.0,7123.0,1015.0,167.0,85.0,154.0,1489.0
2025-06-09,Instagram,Brand Awareness,Engagement,AD1189,Stories 5,Maharashtra,West,Desktop,55+,Female,99328.0,46072.0,1683.0,5501.0,0.0,0.0,833.0,146.0,76.0,128.0,1291.0
2025-06-09,Instagram,Summer Sale,Conversions,AD1190,Short Video 3,Karnataka,South,Mobile,18-24,Male,64464.0,31480.0,1043.0,5073.0,32.0,47763.0,1194.0,218.0,106.0,155.0,8201.0
2025-06-09,Instagram,Monsoon Launch,Traffic,AD1191,Short Video 3,Uttar Pradesh,North,Mobile,25-34,Female,54465.0,28332.0,1070.0,3287.0,22.0,48828.0,438.0,77.0,43.0,86.0,6127.0
2025-06-09,Instagram,Summer Sale,Conversions,AD1192,Stories 2,Delhi,North,Desktop,45-54,Female,49671.0,35634.0,733.0,3321.0,47.0,89600.0,620.0,99.0,50.0,92.0,877.0
2025-06-09,Instagram,Summer Sale,Conversions,AD1193,Carousel 1,Maharashtra,West,Desktop,25-34,Female,85856.0,44450.0,909.0,7204.0,41.0,74890.0,669.0,119.0,55.0,89.0,1036.0
2025-06-09,Instagram,Monsoon Launch,Traffic,AD1194,Short Video 1,West Bengal,East,Mobile,45-54,Male,31935.0,20462.0,655.0,2012.0,3.0,5001.0,605.0,99.0,46.0,75.0,3995.0
2025-06-09,Instagram,Summer Sale,Conversions,AD1195,Static Image 4,Maharashtra,West,Mobile,35-44,Female,45924.0,24529.0,453.0,3593.0,20.0,37941.0,537.0,93.0,34.0,76.0,759.0
2025-06-09,Instagram,Brand Awareness,Engagement,AD1196,Short Video 2,Tamil Nadu,South,Mobile,18-24,Female,71203.0,52230.0,1181.0,3713.0,0.0,0.0,1105.0,179.0,108.0,146.0,8877.0
2025-06-09,Instagram,Brand Awareness,Engagement,AD1197,Stories 2,Tamil Nadu,South,Mobile,45-54,Female,154914.0,89551.0,2716.0,8670.0,46.0,125194.0,1691.0,275.0,122.0,216.0,2474.0
2025-06-10,Facebook,Summer Sale,Conversions,AD1198,Stories 1,Kerala,South,Mobile,18-24,Female,65965.0,45564.0,942.0,3947.0,56.0,89691.0,635.0,121.0,55.0,83.0,967.0
2025-06-10,Facebook,Clearance Event,Conversions,AD1199,Short Video 2,West Bengal,East,Desktop,18-24,Male,79552.0,58605.0,1133.0,6525.0,68.0,70583.0,1070.0,188.0,89.0,169.0,9547.0
2025-06-10,Facebook,Summer Sale,Conversions,AD1200,Static Image 4,Tamil Nadu,South,Mobile,18-24,Female,83634.0,29362.0,858.0,7526.0,66.0,102805.0,544.0,85.0,35.0,61.0,718.0
2025-06-10,Facebook,Brand Awareness,Engagement,AD1201,Short Video 3,West Bengal,East,Desktop,25-34,Male,41854.0,26435.0,447.0,2493.0,0.0,0.0,468.0,78.0,46.0,65.0,4922.0
2025-06-10,Facebook,Monsoon Launch,Traffic,AD1202,Stories 5,Uttar Pradesh,North,Mobile,25-34,Male,112736.0,45637.0,2261.0,7590.0,39.0,79150.0,1837.0,312.0,149.0,233.0,2745.0
2025-06-10,Facebook,Brand Awareness,Engagement,AD1203,Static Image 2,Tamil Nadu,South,Mobile,25-34,Female,49918.0,27537.0,441.0,2915.0,2.0,4643.0,702.0,126.0,53.0,92.0,1087.0
2025-06-10,Facebook,Monsoon Launch,Traffic,AD1204,Short Video 3,Maharashtra,West,Mobile,35-44,Female,76906.0,33694.0,1415.0,4806.0,19.0,17086.0,1545.0,272.0,123.0,195.0,9961.0
2025-06-10,Facebook,Brand Awareness,Engagement,AD1205,Carousel 3,Karnataka,South,Mobile,25-34,Male,92806.0,56207.0,858.0,5334.0,18.0,47600.0,144.0,29.0,22.0,28.0,260.0
2025-06-10,Instagram,Clearance Event,Conversions,AD1206,Short Video 5,Uttar Pradesh,North,Mobile,25-34,Female,103586.0,55287.0,1676.0,7177.0,79.0,67077.0,1355.0,209.0,119.0,159.0,12340.0
2025-06-10,Instagram,Summer Sale,Conversions,AD1207,Static Image 1,Delhi,North,Mobile,25-34,Male,65253.0,24847.0,1129.0,4857.0,46.0,89011.0,130.0,29.0,7.0,25.0,242.0
2025-06-10,Instagram,Brand Awareness,Engagement,AD1208,Stories 1,Rajasthan,North,Desktop,25-34,Female,43880.0,25580.0,592.0,2269.0,7.0,8214.0,583.0,81.0,47.0,76.0,839.0
2025-06-10,Instagram,Brand Awareness,Engagement,AD1209,Stories 2,Karnataka,South,Desktop,18-24,Male,38429.0,18727.0,578.0,1696.0,12.0,20729.0,913.0,164.0,97.0,113.0,1302.0
2025-06-10,Instagram,Brand Awareness,Engagement,AD1210,Stories 1,Karnataka,South,Desktop,45-54,Male,122847.0,87800.0,1991.0,5980.0,48.0,74184.0,2925.0,483.0,227.0,369.0,4299.0
2025-06-10,Instagram,Summer Sale,Conversions,AD1211,Carousel 2,Delhi,North,Desktop,35-44,Male,73648.0,41851.0,613.0,5517.0,28.0,58158.0,736.0,123.0,51.0,98.0,1042.0
2025-06-10,Instagram,Summer Sale,Conversions,AD1212,Short Video 1,Uttar Pradesh,North,Mobile,25-34,Male,88367.0,53152.0,1839.0,6539.0,126.0,196914.0,936.0,159.0,85.0,122.0,10141.0
2025-06-10,Instagram,Brand Awareness,Engagement,AD1213,Carousel 1,Kerala,South,Mobile,18-24,Male,105035.0,73553.0,1316.0,5080.0,0.0,0.0,1862.0,302.0,148.0,244.0,2615.0
2025-06-10,Instagram,Monsoon Launch,Traffic,AD1214,Stories 1,Karnataka,South,Mobile,55+,Female,171953.0,94771.0,3086.0,9820.0,19.0,39356.0,2244.0,420.0,201.0,337.0,3438.0
2025-06-11,Facebook,Clearance Event,Conversions,AD1215,Carousel 2,Rajasthan,North,Desktop,45-54,Female,30879.0,22279.0,397.0,2466.0,19.0,19106.0,59.0,19.0,4.0,10.0,85.0
2025-06-11,Facebook,Clearance Event,Conversions,AD1216,Short Video 5,Karnataka,South,Desktop,25-34,Male,100834.0,64128.0,1111.0,8359.0,32.0,43372.0,967.0,197.0,90.0,115.0,11645.0
2025-06-11,Facebook,Summer Sale,Conversions,AD1217,Static Image 3,Gujarat,West,Mobile,25-34,Male,60379.0,31824.0,523.0,5277.0,21.0,44608.0,977.0,171.0,73.0,132.0,1412.0
2025-06-11,Facebook,Brand Awareness,Engagement,AD1218,Static Image 1,Maharashtra,West,Mobile,35-44,Unknown,104270.0,39901.0,939.0,6129.0,2.0,5412.0,891.0,140.0,100.0,132.0,1352.0
2025-06-11,Facebook,Clearance Event,Conversions,AD1219,Carousel 3,West Bengal,East,Mobile,25-34,Female,78521.0,37107.0,837.0,4889.0,41.0,46617.0,1471.0,217.0,128.0,175.0,2050.0
2025-06-11,Facebook,Brand Awareness,Engagement,AD1220,Stories 3,Rajasthan,North,Desktop,25-34,Female,79334.0,48397.0,1075.0,4608.0,2.0,1401.0,1498.0,227.0,117.0,234.0,2264.0
2025-06-11,Facebook,Summer Sale,Conversions,AD1221,Carousel 1,Gujarat,West,Mobile,25-34,Male,32941.0,19116.0,378.0,2670.0,11.0,26073.0,68.0,7.0,6.0,5.0,107.0
2025-06-11,Facebook,Clearance Event,Conversions,AD1222,Stories 4,West Bengal,East,Mobile,25-34,Female,28298.0,18535.0,267.0,2418.0,15.0,19084.0,535.0,102.0,50.0,79.0,741.0
2025-06-11,Facebook,Clearance Event,Conversions,AD1223,Static Image 5,Gujarat,West,Mobile,35-44,Female,55574.0,24645.0,391.0,4802.0,15.0,15221.0,678.0,119.0,75.0,114.0,1045.0
2025-06-11,Facebook,Brand Awareness,Engagement,AD1224,Carousel 3,Karnataka,South,Desktop,25-34,Female,102115.0,38004.0,1550.0,7687.0,8.0,11480.0,440.0,79.0,37.0,63.0,640.0
2025-06-11,Facebook,Brand Awareness,Engagement,AD1225,Stories 2,Karnataka,South,Mobile,45-54,Male,92334.0,58513.0,1207.0,5759.0,8.0,15720.0,950.0,150.0,75.0,122.0,1360.0
2025-06-11,Instagram,Monsoon Launch,Traffic,AD1226,Short Video 2,Rajasthan,North,Mobile,25-34,Male,61322.0,37624.0,1289.0,3743.0,24.0,32529.0,567.0,96.0,45.0,92.0,6898.0
2025-06-11,Instagram,Monsoon Launch,Traffic,AD1227,Short Video 3,Uttar Pradesh,North,Mobile,35-44,Male,44105.0,29253.0,968.0,2240.0,16.0,17585.0,406.0,75.0,41.0,64.0,5097.0
2025-06-11,Instagram,Summer Sale,Conversions,AD1228,Stories 2,Gujarat,West,Desktop,18-24,Male,82164.0,38703.0,880.0,5530.0,28.0,56339.0,1120.0,195.0,97.0,145.0,1709.0
2025-06-11,Instagram,Monsoon Launch,Traffic,AD1229,Static Image 4,Telangana,South,Mobile,18-24,Male,118400.0,44874.0,1617.0,7769.0,0.0,0.0,334.0,54.0,25.0,39.0,448.0
2025-06-11,Instagram,Summer Sale,Conversions,AD1230,Carousel 1,Gujarat,West,Mobile,25-34,Male,23763.0,17403.0,281.0,1545.0,13.0,23484.0,84.0,12.0,8.0,8.0,113.0
2025-06-11,Instagram,Monsoon Launch,Traffic,AD1231,Carousel 2,West Bengal,East,Mobile,25-34,Female,127546.0,53150.0,2200.0,7757.0,29.0,17849.0,1895.0,338.0,160.0,250.0,2897.0
2025-06-11,Instagram,Clearance Event,Conversions,AD1232,Carousel 2,Rajasthan,North,Desktop,35-44,Female,128440.0,76906.0,1871.0,9343.0,101.0,110118.0,330.0,50.0,35.0,44.0,470.0
2025-06-11,Instagram,Monsoon Launch,Traffic,AD1233,Stories 2,Maharashtra,West,Desktop,45-54,Male,74544.0,39289.0,1609.0,4060.0,33.0,29574.0,1217.0,182.0,90.0,136.0,1790.0
2025-06-11,Instagram,Clearance Event,Conversions,AD1234,Carousel 2,Maharashtra,West,Desktop,25-34,Male,81528.0,50795.0,896.0,6050.0,36.0,42124.0,1094.0,187.0,86.0,156.0,1647.0
2025-06-11,Instagram,Monsoon Launch,Traffic,AD1235,Stories 1,Rajasthan,North,Mobile,45-54,Male,94190.0,68570.0,1764.0,5298.0,70.0,91642.0,2034.0,294.0,172.0,297.0,3004.0
2025-06-11,Instagram,Brand Awareness,Engagement,AD1236,Static Image 4,Uttar Pradesh,North,Mobile,35-44,Female,124991.0,80388.0,1705.0,6878.0,33.0,55752.0,1293.0,215.0,101.0,163.0,1913.0
2025-06-11,Instagram,Brand Awareness,Engagement,AD1237,Carousel 1,Karnataka,South,Mobile,18-24,Female,47703.0,19092.0,780.0,2515.0,1.0,769.0,622.0,118.0,57.0,97.0,964.0
2025-06-11,Instagram,Clearance Event,Conversions,AD1238,Static Image 1,Karnataka,South,Mobile,35-44,Female,132027.0,83596.0,1364.0,10186.0,43.0,47288.0,281.0,48.0,28.0,38.0,491.0
2025-06-12,Facebook,Clearance Event,Conversions,AD1239,Static Image 2,Tamil Nadu,South,Desktop,25-34,Male,47604.0,17715.0,303.0,3839.0,24.0,33384.0,662.0,97.0,47.0,87.0,918.0
2025-06-12,Facebook,Brand Awareness,Engagement,AD1240,Short Video 5,Telangana,South,Mobile,25-34,Male,79553.0,33051.0,1033.0,5474.0,14.0,13181.0,1169.0,237.0,94.0,164.0,9836.0
2025-06-12,Facebook,Monsoon Launch,Traffic,AD1241,Carousel 3,Kerala,South,Mobile,25-34,Female,32928.0,22661.0,479.0,2508.0,2.0,1867.0,68.0,13.0,5.0,11.0,84.0
2025-06-12,Facebook,Clearance Event,Conversions,AD1242,Carousel 4,West Bengal,East,Mobile,45-54,Male,94011.0,55728.0,1200.0,7043.0,36.0,43259.0,959.0,164.0,77.0,116.0,1354.0
2025-06-12,Facebook,Monsoon Launch,Traffic,AD1243,Short Video 1,Uttar Pradesh,North,Desktop,18-24,Male,35890.0,17459.0,620.0,3000.0,9.0,13199.0,664.0,106.0,58.0,94.0,4606.0
2025-06-12,Facebook,Summer Sale,Conversions,AD1244,Stories 5,Tamil Nadu,South,Mobile,25-34,Female,76336.0,30305.0,1125.0,5992.0,58.0,96476.0,665.0,106.0,63.0,89.0,950.0
2025-06-12,Facebook,Summer Sale,Conversions,AD1245,Carousel 2,Karnataka,South,Desktop,25-34,Male,49396.0,23328.0,722.0,4115.0,47.0,74505.0,598.0,100.0,42.0,83.0,950.0
2025-06-12,Facebook,Monsoon Launch,Traffic,AD1246,Stories 5,Maharashtra,West,Desktop,18-24,Male,67781.0,35352.0,1221.0,5758.0,2.0,3153.0,1412.0,195.0,123.0,165.0,2095.0
2025-06-12,Facebook,Monsoon Launch,Traffic,AD1247,Static Image 1,Karnataka,South,Desktop,18-24,Female,51887.0,29110.0,521.0,3655.0,4.0,5840.0,231.0,40.0,23.0,32.0,326.0
2025-06-12,Facebook,Clearance Event,Conversions,AD1248,Short Video 5,West Bengal,East,Mobile,35-44,Unknown,58007.0,38829.0,640.0,4446.0,18.0,20577.0,377.0,65.0,42.0,46.0,6291.0
2025-06-12,Instagram,Summer Sale,Conversions,AD1249,Static Image 4,Gujarat,West,Mobile,25-34,Female,105084.0,36951.0,1439.0,7200.0,57.0,99789.0,1970.0,321.0,142.0,255.0,2779.0
2025-06-12,Instagram,Brand Awareness,Engagement,AD1250,Carousel 4,Kerala,South,Mobile,25-34,Male,44985.0,30011.0,732.0,2383.0,0.0,0.0,586.0,96.0,42.0,78.0,901.0
2025-06-12,Instagram,Clearance Event,Conversions,AD1251,Stories 2,West Bengal,East,Mobile,35-44,Male,57072.0,30645.0,789.0,3854.0,46.0,42801.0,690.0,120.0,60.0,94.0,1047.0
2025-06-12,Instagram,Summer Sale,Conversions,AD1252,Static Image 1,Maharashtra,West,Mobile,18-24,Male,40730.0,18978.0,477.0,3208.0,22.0,38170.0,238.0,35.0,23.0,33.0,334.0
2025-06-12,Instagram,Brand Awareness,Engagement,AD1253,Short Video 2,Maharashtra,West,Desktop,55+,Female,108804.0,42748.0,2111.0,6575.0,31.0,33031.0,1142.0,191.0,92.0,152.0,12631.0
2025-06-12,Instagram,Summer Sale,Conversions,AD1254,Short Video 1,Telangana,South,Desktop,25-34,Female,49766.0,21516.0,609.0,2847.0,18.0,36180.0,1135.0,180.0,103.0,158.0,6774.0
2025-06-12,Instagram,Brand Awareness,Engagement,AD1255,Stories 2,Karnataka,South,Desktop,25-34,Male,69835.0,34978.0,862.0,4543.0,8.0,18778.0,1164.0,181.0,107.0,142.0,1650.0
2025-06-12,Instagram,Clearance Event,Conversions,AD1256,Short Video 1,Gujarat,West,Mobile,25-34,Female,61514.0,41508.0,1089.0,5070.0,59.0,65487.0,835.0,148.0,91.0,112.0,7574.0
2025-06-13,Facebook,Summer Sale,Conversions,AD1257,Carousel 4,Delhi,North,Mobile,25-34,Unknown,75188.0,32298.0,676.0,6119.0,46.0,89422.0,295.0,38.0,22.0,31.0,456.0
2025-06-13,Facebook,Brand Awareness,Engagement,AD1258,Short Video 1,Gujarat,West,Mobile,18-24,Female,94912.0,59562.0,960.0,4839.0,0.0,0.0,1238.0,196.0,113.0,160.0,11589.0
2025-06-13,Facebook,Clearance Event,Conversions,AD1259,Stories 3,Rajasthan,North,Desktop,18-24,Male,80969.0,57299.0,1130.0,5817.0,48.0,56143.0,1649.0,272.0,117.0,205.0,2486.0
